"","encoding","file","scenario","size","anomaly","impact","overlapping.F1.mean","overlapping.F1.sd","overlapping.F1v.mean","overlapping.F1v.sd","overlapping.F2.mean","overlapping.F2.sd","overlapping.F3.mean","overlapping.F3.sd","overlapping.F4.mean","overlapping.F4.sd","neighborhood.N1","neighborhood.N2.mean","neighborhood.N2.sd","neighborhood.N3.mean","neighborhood.N3.sd","neighborhood.N4.mean","neighborhood.N4.sd","neighborhood.T1.mean","neighborhood.T1.sd","neighborhood.LSC","linearity.L1.mean","linearity.L1.sd","linearity.L2.mean","linearity.L2.sd","linearity.L3.mean","linearity.L3.sd","dimensionality.T2","dimensionality.T3","dimensionality.T4","balance.C1","balance.C2","network.Density","network.ClsCoef","network.Hubs.mean","network.Hubs.sd"
"24","countervectorizer","scenario1_1000_early_0.2.csv","scenario1","1000","early","0.2","0.999620854565538","0.000413541701533287","0.976598999699532",NA,"1",NA,"1",NA,"1",NA,"0.384",NA,NA,"0.175","0.380157229997694","0.201","0.400948574956639","1e-06","3.16227766016838e-05","1","0.148936170212766",NA,"0.175",NA,"0.172",NA,"0.022","0.005","0.227272727272727","0.669015835056558","0.59402460456942","0.977907907907908","0.468959402438597","0.852792100719224","0.310352337050699"
"26","countervectorizer","scenario1_1000_insert_0.05.csv","scenario1","1000","insert","0.05","0.981339410504462","0.00814159592733984","0.221652690697047",NA,"0",NA,"0.945",NA,"0",NA,"0.889","0.0274380952380952","0.129874455968403","0.043","0.202958597236462","0","0","0.0212765957446809","0.0672777184278329","0.802249","9.95784221746732e-09",NA,"0.001",NA,"0",NA,"0.092","0.006","0.0652173913043478","0.25588191564677","0.910316901638665","0.968094094094094","0.454806011228315","0.810570409438216","0.352245900848055"
"28","countervectorizer","scenario1_1000_insert_0.1.csv","scenario1","1000","insert","0.1","0.990909559598804","0.0019636468855796","0.357040177332483",NA,"0",NA,"0.999",NA,"0",NA,"0.947","0.0593595238095238","0.184811714663003","0.094","0.291974740772638","0","0","0.0099009900990099","0.0396011375974214","0.833274","1.82177481944379e-06",NA,"0.00700000000000001",NA,"0.003",NA,"0.178","0.021","0.117977528089888","0.4496822131225","0.79470441331032","0.969667667667668","0.450180154730096","0.816191385179831","0.348573186571224"
"30","countervectorizer","scenario1_1000_insert_0.15.csv","scenario1","1000","insert","0.15","0.994283164364486","0.00102319509580767","0.516237082439297",NA,"0",NA,"0.999",NA,"0",NA,"1","0.0913142857142857","0.223209641764933","0.144","0.351265408754388","0","0","0.00662251655629139","0.0304317250517404","0.854464","0",NA,"0",NA,"0",NA,"0.246","0.051","0.207317073170732","0.594619344095012","0.672810668478723","0.97023023023023","0.457455815430204","0.820197750379278","0.342148733026573"
"32","countervectorizer","scenario1_1000_insert_0.2.csv","scenario1","1000","insert","0.2","0.996749861317866","0.000379376508497597","0.619136876323158",NA,"0",NA,"0.999",NA,"0",NA,"1","0.148333333333333","0.269915178175958","0.233","0.422953768028954","0","0","0.00416666666666667","0.0224433581170562","0.875448","7.57172102794357e-14",NA,"0.143",NA,"0.079",NA,"0.38","0.115","0.302631578947368","0.78320443028289","0.443768694228561","0.977673673673674","0.374400994290312","0.840532544713549","0.347951789482772"
"34","countervectorizer","scenario1_1000_late_0.05.csv","scenario1","1000","late","0.05","0.999313469877674","0.000900516543650858","0.897357572671955",NA,"1",NA,"1",NA,"1",NA,"0.161","1",NA,"0.108","0.310535718448671","0.063","0.243084532807191","1e-06","3.16227766016838e-05","1","0.0583804143126178",NA,"0.0620000000000001",NA,"0.0570000000000001",NA,"0.022","0.005","0.227272727272727","0.335333535878678","0.868378884855288","0.970224224224224","0.485376604763721","0.822490073041138","0.333647581130691"
"36","countervectorizer","scenario1_1000_late_0.1.csv","scenario1","1000","late","0.1","0.999334030273938","0.000819307211607624","0.941980090815017",NA,"1",NA,"1",NA,"1",NA,"0.264",NA,NA,"0.107","0.309267920493941","0.153","0.360167628640777","1e-06","3.16227766016838e-05","1","0.096657633242999",NA,"0.107",NA,"0.113",NA,"0.022","0.005","0.227272727272727","0.490800203063912","0.763750188528096","0.972824824824825","0.454457946241031","0.826258268575047","0.34152194292622"
"38","countervectorizer","scenario1_1000_late_0.15.csv","scenario1","1000","late","0.15","0.999170527303588","0.000765140446591972","0.96197321138692",NA,"1",NA,"1",NA,"1",NA,"0.325",NA,NA,"0.325","0.468609213091884","0.329","0.470085077384913","1e-06","3.16227766016838e-05","1","0.130434782608704",NA,"0.15",NA,"0.147",NA,"0.022","0.005","0.227272727272727","0.6098403047164","0.657718120805369","0.975887887887888","0.470334225518306","0.842920592827864","0.320133348208338"
"40","countervectorizer","scenario1_1000_late_0.2.csv","scenario1","1000","late","0.2","0.998752868007889","0.00126156881231786","0.949375004840562",NA,"1",NA,"1",NA,"1",NA,"0.477",NA,NA,"0.372","0.483580241376599","0.581","0.493642261848277","1e-06","3.16227766016838e-05","1","0.171499585749793",NA,"0.207",NA,"0.193",NA,"0.022","0.005","0.227272727272727","0.735709079286472","0.511235704140849","0.97757957957958","0.466145986396797","0.846956316353815","0.322939592016476"
"42","countervectorizer","scenario1_1000_rework_0.05.csv","scenario1","1000","rework","0.05","0.950637695710389","0.0793829917274091","0.0108634630385548",NA,"0",NA,"0.986",NA,"0",NA,"0.876","0.01584329004329","0.0908900900967239","0.021","0.143455845400526","0.002","0.0446989708829856","0.032258064516129","0.0740945196992488","0.803743","0.00333110080399757",NA,"0.005",NA,"0.001",NA,"0.022","0.006","0.272727272727273","0.264765033935681","0.905967944860784","0.970740740740741","0.482472568971915","0.8352421970015","0.315656357274067"
"44","countervectorizer","scenario1_1000_rework_0.1.csv","scenario1","1000","rework","0.1","0.950915062848579","0.0697582296837219","0.021320800853549",NA,"0",NA,"0.979",NA,"0",NA,"0.89","0.0250226190476191","0.101431170678823","0.019","0.136593036636783","0.011","0.104354635210372","0.027027027027027","0.0631473085933406","0.829637","0.00235345697537015",NA,"0.00600000000000001",NA,"0.003",NA,"0.022","0.007","0.318181818181818","0.468995593589281","0.780487804878049","0.972810810810811","0.55324419657697","0.813533820757769","0.365602225344351"
"46","countervectorizer","scenario1_1000_rework_0.15.csv","scenario1","1000","rework","0.15","0.945628382517496","0.0822338753006139","0.0316746883855175",NA,"0",NA,"0.963",NA,"0",NA,"0.861","0.0267666666666667","0.100274541929991","0.02","0.140070052543788","0.014","0.117549214450024","0.025","0.0572699411021712","0.847591","0.00434555300020767",NA,"0.00700000000000001",NA,"0.004",NA,"0.022","0.009","0.409090909090909","0.584238811642856","0.682824025289779","0.973003003003003","0.508052038735047","0.833936848888024","0.334253556879477"
"48","countervectorizer","scenario1_1000_rework_0.2.csv","scenario1","1000","rework","0.2","0.957184385083923","0.0600675344376278","0.043940145749327",NA,"0",NA,"0.96",NA,"0",NA,"0.869","0.0235444444444444","0.095755725915827","0.018","0.133017644294634","0.021","0.143455845400526","0.0217391304347826","0.0483581245765423","0.874433","0.00615859236579563",NA,"0.01",NA,"0.00600000000000001",NA,"0.022","0.01","0.454545454545455","0.741482739931274","0.50344208320862","0.97172972972973","0.495048989419291","0.833285565118053","0.337178111471834"
"50","countervectorizer","scenario1_1000_skip_0.05.csv","scenario1","1000","skip","0.05","0.948880504237528","0.0746733258638536","0.00880877899110125",NA,"0",NA,"0.955",NA,"0",NA,"0.966","0.0177833333333333","0.0943081967828082","0.02","0.140070052543788","0","0","0.0333333333333333","0.0737499659068692","0.809035","0.000333039688445669",NA,"0.001",NA,"0",NA,"0.022","0.006","0.272727272727273","0.290629793328508","0.892827960965543","0.970672672672673","0.430853775576237","0.821237525984916","0.345965471717514"
"52","countervectorizer","scenario1_1000_skip_0.1.csv","scenario1","1000","skip","0.1","0.947927104829879","0.0788943757190573","0.0191674806942895",NA,"0",NA,"0.974",NA,"0.515",NA,"0.957","0.0196833333333333","0.0920669348200201","0.018","0.133017644294634","0","0","0.0294117647058824","0.0644370106557248","0.834068","0.00271988758822705",NA,"0.00800000000000001",NA,"0.003",NA,"0.022","0.007","0.318181818181818","0.484647739731445","0.768548734683825","0.971365365365365","0.457166039834317","0.830164168562716","0.332125667138816"
"54","countervectorizer","scenario1_1000_skip_0.15.csv","scenario1","1000","skip","0.15","0.951786777037361","0.0694780914692322","0.0387895250968944",NA,"0",NA,"0.968",NA,"0.331",NA,"0.932","0.0229","0.0933474594867856","0.015","0.121613279660528","0","0","0.0227272727272727","0.052409995334799","0.859774","0.00484222903282439",NA,"0.00700000000000001",NA,"0.005",NA,"0.022","0.009","0.409090909090909","0.639072792754721","0.627293792073445","0.97039039039039","0.465295641953923","0.823980580490031","0.341418206664735"
"56","countervectorizer","scenario1_1000_skip_0.2.csv","scenario1","1000","skip","0.2","0.955845848913624","0.0653103054988004","0.0452208353341304",NA,"0",NA,"0.959",NA,"0.578",NA,"0.915","0.0264666666666667","0.103277746681588","0.02","0.140070052543788","0","0","0.0185185185185185","0.0485929340079363","0.857562","0.00369799770297907",NA,"0.00600000000000001",NA,"0.003",NA,"0.022","0.01","0.454545454545455","0.707705211804179","0.547562955883677","0.975481481481482","0.377163419579199","0.838239669673317","0.353804400350899"
"60","countervectorizer","scenario2_1000_all_0.05.csv","scenario2","1000","all","0.05","0.921175882945261","0.0747078230426404","0.187576234000964","0.170577359135281","0.0476190476190476","0.218217890235992","0.825092333711975","0.0810415612513074","0.206838471660088","0.38207383140384","0.15","0.140858824809037","0.263435555198278","0.07","0.255274685711618","0.036","0.186383311320351","0.00483246073298429","0.0125334581155392","0.985237","0.0151185291705835","0.0267976352134148","0.0295000364780113","0.0429464216982451","0.0324851383478213","0.0770756906194127","0.049","0.014","0.285714285714286","0.16131488524265","0.931022456434196","0.858930930930931","0.618654043222345","0.443154020532558","0.156071618388516"
"61","countervectorizer","scenario2_1000_all_0.1.csv","scenario2","1000","all","0.1","0.943887691884261","0.0431629465463342","0.145175109452431","0.191603910818066","0.142857142857143","0.358568582800318","0.906433606770736","0.0690055829671217","0.270697180692695","0.430023505066997","0.294","0.193864977876719","0.316996116901882","0.132","0.338660140392534","0.031","0.173404351355637","0.00306484641638225","0.00660836122466428","0.992597","0.0249617269239429","0.0431401672131101","0.04324533062087","0.0640821475913516","0.0437728996161164","0.0762461209759054","0.071","0.014","0.197183098591549","0.273347501721995","0.86060327743941","0.873165165165165","0.620859402021305","0.528986593168749","0.181048711087698"
"62","countervectorizer","scenario2_1000_all_0.15.csv","scenario2","1000","all","0.15","0.956994573013028","0.0325877472783059","0.220791190921205","0.237096101909062","0.285714285714286","0.462910049886276","0.95883745185987","0.048062986652933","0.285714285714286","0.462910049886276","0.331","0.222565107567094","0.331607472568112","0.162","0.368635174517967","0.06","0.237605674293474","0.0024785100286533","0.00594928007457961","0.993341","0.0381346792138314","0.0487199626349636","0.0665303043682532","0.0817766720408364","0.0495933510412572","0.0714042778917123","0.08","0.014","0.175","0.317982846707603","0.827612483786978","0.871365365365365","0.613397393395269","0.512940877201957","0.206400751096131"
"63","countervectorizer","scenario2_1000_all_0.2.csv","scenario2","1000","all","0.2","0.96349668779677","0.0306573693968883","0.219217207091982","0.272290423798567","0.142857142857143","0.358568582800318","0.923616436053688","0.0737701499433967","0.310795919066459","0.399335604769962","0.436","0.299244115517848","0.373417801928111","0.225","0.417791275099839","0.086","0.28050433629925","0.00168","0.00375217517786695","0.996062","0.0366775071222909","0.0573797383971932","0.06711773413046","0.0855428265973653","0.0527199950284724","0.0797569723082504","0.087","0.014","0.160919540229885","0.416962836571232","0.743079850308045","0.891347347347347","0.622210376976425","0.567623425155626","0.219358996028497"
"64","countervectorizer","scenario2_1000_attribute_0.05.csv","scenario2","1000","attribute","0.05","0.998804584332706","0.00130315892647084","0.752355292130372",NA,"1",NA,"1",NA,"1",NA,"0.153","0.150036231884058","0.274380626984791","0.075","0.263523138347365","0.055","0.228094337998616","0.00333204633204633","0.00717701002702919","0.992555","0.0503317087066263",NA,"0.053",NA,"0.056",NA,"0.041","0.013","0.317073170731707","0.299006577721677","0.888417083695524","0.857903903903904","0.621148472327476","0.67840970094906","0.128045794311813"
"65","countervectorizer","scenario2_1000_attribute_0.1.csv","scenario2","1000","attribute","0.1","0.999570560415015","0.000572572042513463","0.941351051868922",NA,"1",NA,"1",NA,"1",NA,"0.285","0.241034352585881","0.360434338365301","0.136","0.342960087505269","0.103","0.304110972316823","0.00149295774647887","0.00378457857417416","0.99727","0.0982865835525327",NA,"0.109",NA,"0.108",NA,"0.041","0.013","0.317073170731707","0.49689226848537","0.758938743698511","0.873755755755756","0.623358178119655","0.623424866801143","0.154483486194618"
"66","countervectorizer","scenario2_1000_attribute_0.15.csv","scenario2","1000","attribute","0.15","0.999076277735876","0.00100446285240631","0.898682280821078",NA,"1",NA,"1",NA,"1",NA,"0.375","0.278277153558052","0.374247059338108","0.191","0.393285740491152","0.124","0.32974646735444","0.00104465709728868","0.00238497345993496","0.998193","0.127399055745217",NA,"0.146",NA,"0.14",NA,"0.041","0.013","0.317073170731707","0.599739109349706","0.667789276236558","0.883353353353353","0.626518166139616","0.654938987760626","0.157773243297622"
"67","countervectorizer","scenario2_1000_attribute_0.2.csv","scenario2","1000","attribute","0.2","0.999450034512451","0.000669448503899081","0.949276884541253",NA,"1",NA,"1",NA,"1",NA,"0.473","0.300804743752647","0.378426838452501","0.221","0.415128090270137","0.163","0.369550493934953","0.00083448275862069","0.00137767215538646","0.998477","0.161073909870497",NA,"0.192",NA,"0.191",NA,"0.041","0.013","0.317073170731707","0.705636606460175","0.550153103832235","0.892502502502503","0.624372575870033","0.64834688202895","0.188356610401447"
"68","countervectorizer","scenario2_1000_early_0.05.csv","scenario2","1000","early","0.05","0.999214976124263","0.000902727834270273","0.794116918654211",NA,"1",NA,"1",NA,"1",NA,"0.132","0.149547593195802","0.277858617011679","0.072","0.258617251711642","0.054","0.226130792098589","0.00367796610169492","0.00792881237215818","0.99126","0.0458007652314594",NA,"0.048",NA,"0.048",NA,"0.041","0.013","0.317073170731707","0.277839573958309","0.899415369444249","0.857339339339339","0.620070081934522","0.567504889614441","0.131457421130644"
"69","countervectorizer","scenario2_1000_early_0.1.csv","scenario2","1000","early","0.1","0.998975457778177","0.00126663146915736","0.890663559292544",NA,"1",NA,"1",NA,"1",NA,"0.301","0.227892720306513","0.345224833092276","0.148","0.355277669185979","0.094","0.291974740772638","0.0015982905982906","0.00401615544598754","0.996703","0.0990989621072679",NA,"0.11",NA,"0.102",NA,"0.041","0.013","0.317073170731707","0.499915958164528","0.756528226809251","0.873871871871872","0.622737427750924","0.656798454426778","0.165572905997421"
"70","countervectorizer","scenario2_1000_early_0.15.csv","scenario2","1000","early","0.15","0.999193249339132","0.000830979974879794","0.922097082366293",NA,"1",NA,"1",NA,"1",NA,"0.364","0.26303317535545","0.37014235977603","0.177","0.381859682104326","0.128","0.334256978577453","0.00107188498402556","0.00239591825427124","0.997833","0.125110390821235",NA,"0.143",NA,"0.14",NA,"0.041","0.013","0.317073170731707","0.592041938748365","0.675317725043648","0.882970970970971","0.624965352873854","0.600251603104784","0.179063194484497"
"71","countervectorizer","scenario2_1000_early_0.2.csv","scenario2","1000","early","0.2","0.998687079248626","0.00171545044157892","0.920857273371517",NA,"1",NA,"1",NA,"1",NA,"0.495","0.339200347674924","0.405576944909136","0.239","0.426686138819931","0.186","0.389301368550838","0.000722443559096946","0.00132337350182559","0.998667","0.172185430463576",NA,"0.208",NA,"0.205",NA,"0.041","0.013","0.317073170731707","0.737642380185689","0.508637968884223","0.895311311311311","0.621905547473426","0.6370094614908","0.206093823601934"
"72","countervectorizer","scenario2_1000_insert_0.05.csv","scenario2","1000","insert","0.05","0.984056933071987","0.00825366765522525","0.271719551638671",NA,"0",NA,"0.999",NA,"0",NA,"0.108","0.108974547674548","0.213204998485589","0.063","0.243084532807191","0","0","0.0138888888888889","0.0339521434348182","0.947251","5.12100494676204e-07",NA,"0.005",NA,"0.003",NA,"0.112","0.014","0.125","0.273513827707064","0.901603439299311","0.854596596596597","0.621992347513425","0.575628757313017","0.13191861669845"
"73","countervectorizer","scenario2_1000_insert_0.1.csv","scenario2","1000","insert","0.1","0.991737613948558","0.00270413290722373","0.375555405220375",NA,"0",NA,"0.999",NA,"0",NA,"0.224","0.152973501498502","0.24917865400403","0.114","0.317970289657863","0","0","0.00719424460431655","0.022276873592813","0.971866","8.32248632787191e-07",NA,"0.017",NA,"0.00800000000000001",NA,"0.2","0.014","0.07","0.462623491762443","0.785240182311153","0.86202002002002","0.611443831028214","0.645182832870807","0.169304117202792"
"74","countervectorizer","scenario2_1000_insert_0.15.csv","scenario2","1000","insert","0.15","0.994363419786098","0.00144373282748321","0.460047124632496",NA,"0",NA,"0.999",NA,"0",NA,"0.322","0.192170851370851","0.276849833896931","0.164","0.370460849809047","0","0","0.00561797752808989","0.0193676914368417","0.980296","1.02435193649608e-06",NA,"0.022",NA,"0.011",NA,"0.269","0.023","0.0855018587360595","0.589452761117812","0.677822320474715","0.871179179179179","0.608549378691838","0.684892931719334","0.177601511406723"
"75","countervectorizer","scenario2_1000_insert_0.2.csv","scenario2","1000","insert","0.2","0.995769919248712","0.00103331783067206","0.544830715378539",NA,"0",NA,"0.999",NA,"0",NA,"0.386","0.211283838383838","0.287881548157881","0.209","0.406797842281009","0","0","0.0040650406504065","0.0122259275095073","0.985613","2.55612752442236e-06",NA,"0.042",NA,"0.021",NA,"0.333","0.044","0.132132132132132","0.684432807199574","0.57600164044611","0.876970970970971","0.599435505463052","0.688460156199005","0.196635801122346"
"76","countervectorizer","scenario2_1000_late_0.05.csv","scenario2","1000","late","0.05","0.998740390863581","0.0014802356617353","0.786780798156399",NA,"1",NA,"1",NA,"1",NA,"0.167","0.173496107572541","0.307023036665462","0.073","0.260266668512775","0.059","0.235742602375079","0.00307446808510638","0.00686717815678726","0.993698","0.0566037735849058",NA,"0.0600000000000001",NA,"0.05",NA,"0.041","0.013","0.317073170731707","0.327444919154476","0.872858431018936","0.860526526526527","0.621780638614001","0.560719068677132","0.135477629521944"
"77","countervectorizer","scenario2_1000_late_0.1.csv","scenario2","1000","late","0.1","0.998985370507436","0.00170417989535292","0.839721544368733",NA,"1",NA,"1",NA,"1",NA,"0.24","0.202306547619048","0.327584902251351","0.113","0.316751213622507","0.07","0.255274685711618","0.00193316831683168","0.00485041645766528","0.995639","0.0808844611723413",NA,"0.088",NA,"0.078",NA,"0.041","0.013","0.317073170731707","0.42975860930376","0.808797743386445","0.868926926926927","0.623718839659154","0.598471763080399","0.15062989102083"
